Дата;Товар;Группа;Выручка;Количество
24.09.2007;Грунтовка вд полимерная ESКARO AQUASTOP, 1 л, шт;Грунтовка;1903431,9;20962
24.09.2007;Грунтовка вд полимерная ESКARO AQUASTOP, 3 л, шт;Грунтовка;635353,27;7327
24.09.2007;Грунтовка полимерная КРЕПС Праймер, 10 кг, шт;Грунтовка;200818,55;2611
24.09.2007;Доска паркетная ABERHOF Munchen Uniclic 2525х190х14 гевея натуральный, шт;Напольные покрытия;89596,14;120
24.09.2007;Доска паркетная TARKETT T-Lock 2272х192х14 бук original, шт;Напольные покрытия;31153,23;44
24.09.2007;Доска паркетная TARKETT T-Lock 2272х192х14 бук premium, шт;Напольные покрытия;74073,6;102
24.09.2007;Доска паркетная TARKETT T-Lock 2272х192х14 венге, шт;Напольные покрытия;33501,54;43
24.09.2007;Доска паркетная TARKETT T-Lock 2272х192х14 вишня, шт;Напольные покрытия;13710,62;18
24.09.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуб select, шт;Напольные покрытия;22321,18;30
24.09.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуб красный, шт;Напольные покрытия;36764,34;54
24.09.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуб натуральный, шт;Напольные покрытия;35228,64;48
24.09.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуб нордик белый, шт;Напольные покрытия;105629,56;143
24.09.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуссия бленд, шт;Напольные покрытия;30274,13;42
24.09.2007;Доска паркетная TARKETT T-Lock 2272х192х14 кемпас, шт;Напольные покрытия;8701,95;12
24.09.2007;Доска паркетная TARKETT T-Lock 2272х192х14 мербау, шт;Напольные покрытия;4350,97;6
24.09.2007;Доска паркетная TARKETT T-Lock 2272х192х14 орех, шт;Напольные покрытия;42977,85;60
24.09.2007;Доска паркетная TARKETT T-Lock 2272х192х14 сапеле, шт;Напольные покрытия;50814,72;66
24.09.2007;Ламинат ELESGO Imperial 7х185х1184 дуб кантри, кв.м;Напольные покрытия;3080,33;6
24.09.2007;Ламинат NEW WAY 8.3х197х1218  2820 Дуб классик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;43885,55;86
24.09.2007;Ламинат NEW WAY 8.3х197х1218  6335 Орех, 8шт/1.92кв.м./уп, шт;Напольные покрытия;19285,16;36
24.09.2007;Ламинат NEW WAY 8.3х197х1218  6927 Вишня темная, 8шт/1.92кв.м./уп, шт;Напольные покрытия;30241,08;60
24.09.2007;Ламинат NEW WAY 8.3х197х1218  7128 Тик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;6347,73;12
24.09.2007;Линолеум IVC Avanti Tango 996 3м, кв.м;Напольные покрытия;3625,81;5
24.09.2007;Линолеум IVC Avanti Tango 997, кв.м;Напольные покрытия;439,21;1
24.09.2007;Линолеум IVC Duo Traffik 50 3м, кв.м;Напольные покрытия;43749,84;72
24.09.2007;Линолеум IVC Dynamite Bamboo 035 3м, кв.м;Напольные покрытия;43545,6;72
24.09.2007;Линолеум IVC Dynamite Cannes 035 2.5м, кв.м;Напольные покрытия;21600;36
24.09.2007;Линолеум IVC Dynamite Cannes 048 2.5м, кв.м;Напольные покрытия;58241,21;96
24.09.2007;Линолеум IVC Dynamite Cannes 048 4м, кв.м;Напольные покрытия;14980;20
24.09.2007;Линолеум IVC Dynamite Cordoba 046 2.5м, кв.м;Напольные покрытия;3625,81;5
24.09.2007;Линолеум IVC Dynamite Cordoba 046 3м, кв.м;Напольные покрытия;3887,09;5
24.09.2007;Линолеум IVC Leogrip Arizona 845 3м, кв.м;Напольные покрытия;70561,26;96
24.09.2007;Линолеум IVC Leogrip Djerba 535 3м, кв.м;Напольные покрытия;22783,31;25
24.09.2007;Линолеум IVC Leogrip Monaco 935 3м, кв.м;Напольные покрытия;50123,29;55
24.09.2007;Линолеум IVC Leogrip Timor 744 3м, кв.м;Напольные покрытия;99100,27;138
24.09.2007;Линолеум IVC San-Francisco 527 4м, кв.м;Напольные покрытия;49285,31;96
24.09.2007;Линолеум IVC San-Francisco 535 3м, кв.м;Напольные покрытия;15792,3;30
24.09.2007;Линолеум IVC Tornado Vita 45 3м, кв.м;Напольные покрытия;81442,81;108
24.09.2007;Линолеум IVC Victory Apollo 17 4 м, кв.м;Напольные покрытия;36293,24;60
24.09.2007;Линолеум IVC Victory Apollo 27 3 м, кв.м;Напольные покрытия;47281,01;50
24.09.2007;Линолеум IVC Victory Apollo 45 3 м, кв.м;Напольные покрытия;40356,32;66
24.09.2007;Линолеум IVC Victory Apollo 45 4 м, кв.м;Напольные покрытия;19223,18;30
24.09.2007;Линолеум IVC Wonderwood Champagne 45 4 м, кв.м;Напольные покрытия;18420,11;25
24.09.2007;Линолеум IVC Wonderwood Jakarta 843 3 м, кв.м;Напольные покрытия;97520,63;186
25.09.2007;Затирка для швов цем. MAPEI Ultracolor Plus 161 лилово-розовая, 2 кг, шт;Сухие смеси;3573,96;2
25.09.2007;Затирка для швов цем. MAPEI Ultracolor Plus 170 крокус, 2 кг, шт;Сухие смеси;2477,8;1
25.09.2007;Клей гипс. КНАУФ-Перлфикс, 30 кг, шт.;Сухие смеси;20938,53;27
25.09.2007;Клей цем. ГЛИМС-96 плиточный, водостойкий, 5 кг, шт.;Сухие смеси;11194,33;20
25.09.2007;Клей цем. ГЛИМС-96w. (белый) плиточный, водостойкий, 25 кг, шт.;Сухие смеси;5291;10
25.09.2007;Клей цем. ГЛИМС-Strong монтажный, фасадный, 25 кг, шт.;Сухие смеси;7052,76;2
25.09.2007;Клей цем. ФАРВЕСТ "Стандарт" С1Т-12 плиточный, 25 кг, шт.;Сухие смеси;2769,52;4
25.09.2007;Клей цем. ФАРВЕСТ "Строитель" С2Т-07 плиточный, 5 кг, шт.;Сухие смеси;967,2;3
25.09.2007;Шпат. смесь гипс. КНАУФ-ХП-Финиш, 25 кг, шт.;Сухие смеси;26098,18;63
25.09.2007;Шпат. смесь гиспс. КНАУФ-Унифлот, 25 кг, шт.;Сухие смеси;27690,26;60
25.09.2007;Шпат. смесь цем. ФАРВЕСТ "Фасадная" CME-01, 25 кг, шт.;Сухие смеси;4576;4
25.09.2007;Штук. смесь гипс. КНАУФ-Гольдбанд, 30 кг, шт.;Сухие смеси;8308,56;12
25.09.2007;Штук. смесь гипс. КНАУФ-Ротбанд, 30 кг, шт.;Сухие смеси;13121,68;4
25.09.2007;Штук. смесь цем. КНАУФ-Диамант 260 декоративная, 25 кг, шт.;Сухие смеси;347,1;1
25.09.2007;Штук. смесь цем. КНАУФ-Севенер клеевая, 25 кг, шт.;Сухие смеси;9214,4;10
25.09.2007;Штук. смесь цем. КНАУФ-Унтерпутц УП 210 фасадная, 25 кг, шт.;Сухие смеси;4633,2;4
01.10.2007;Грунтовка ALPINA Grunt-Konzentrat, 1 л, шт;Грунтовка;88215,13;722
01.10.2007;Грунтовка BECKERS Metallprimer GRA серая, 1 л, шт;Грунтовка;207708,41;2319
01.10.2007;Грунтовка BECKERS Metallprimer GRA серая, 3 л, шт;Грунтовка;24586,74;289
01.10.2007;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;1719128,29;17658
01.10.2007;Грунтовка вд BECKERS Skotte Grund Vit 10 л, шт;Грунтовка;312435,15;2508
01.10.2007;Грунтовка вд ОПТИМИСТ укрывающая, для нар/внутр. работ, 7л, шт;Грунтовка;15614,36;205
01.10.2007;Грунтовка вд полимерная ESCARO AQUASTOP, 10 л, шт;Грунтовка;52026,42;441
01.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;716906,38;6383
01.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP Prof 3 л, шт;Грунтовка;102700,15;1047
01.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP, 1 л, шт;Грунтовка;361105,47;3894
01.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP, 3 л, шт;Грунтовка;24276,95;264
01.10.2007;Грунтовка полимерная КРЕПС Праймер, 10 кг, шт;Грунтовка;138005,41;1765
01.10.2007;Доска паркетная ABERHOF Munchen Uniclic 2525х190х14 гевея натуральный, шт;Напольные покрытия;22396,51;29
01.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 бук original, шт;Напольные покрытия;59672,58;84
01.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 венге, шт;Напольные покрытия;63934,91;90
01.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуб натуральный, шт;Напольные покрытия;38360,95;54
01.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуб нордик белый, шт;Напольные покрытия;26542,08;36
01.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуссия бленд, шт;Напольные покрытия;30804,41;42
01.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 орех, шт;Напольные покрытия;46886,04;66
01.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 сапеле, шт;Напольные покрытия;115084,8;162
01.10.2007;Клей гипс. КНАУФ-Перлфикс, 30 кг, шт.;Сухие смеси;5039,84;7
01.10.2007;Клей цем. ГЛИМС-93fix плиточный, универсальный, 25 кг, шт.;Сухие смеси;1587,3;3
01.10.2007;Клей цем. ГЛИМС-96w. (белый) плиточный, водостойкий, 25 кг, шт.;Сухие смеси;529,1;1
01.10.2007;Клей цем. ГЛИМС-Strong монтажный, фасадный, 25 кг, шт.;Сухие смеси;6411,6;2
01.10.2007;Клей цем. ФАРВЕСТ "Профессионал" С2ТЕ-08 для керамогранита, 25 кг, шт.;Сухие смеси;837,72;1
01.10.2007;Ламинат NEW WAY 8.3х197х1218  2820 Дуб классик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;3024,05;6
01.10.2007;Ламинат NEW WAY 8.3х197х1218  6335 Орех, 8шт/1.92кв.м./уп, шт;Напольные покрытия;14251,28;31
01.10.2007;Линолеум IVC Avanti Tango 997, кв.м;Напольные покрытия;1317,64;2
01.10.2007;Линолеум IVC Duo Traffik 50 3м, кв.м;Напольные покрытия;8409,52;12
01.10.2007;Линолеум IVC Dynamite Cannes 035 3м, кв.м;Напольные покрытия;3686,47;6
01.10.2007;Линолеум IVC Dynamite Cannes 048 2.5м, кв.м;Напольные покрытия;3513,67;6
01.10.2007;Линолеум IVC Leogrip Arizona 845 3м, кв.м;Напольные покрытия;69165,64;96
01.10.2007;Линолеум IVC Leogrip Djerba 535 3м, кв.м;Напольные покрытия;8784,18;10
01.10.2007;Линолеум IVC Leogrip Monaco 935 3м, кв.м;Напольные покрытия;26352,82;30
01.10.2007;Линолеум IVC Leogrip Timor 744 3м, кв.м;Напольные покрытия;28823,26;36
01.10.2007;Линолеум IVC San-Francisco 527 4м, кв.м;Напольные покрытия;3024,05;6
01.10.2007;Линолеум IVC Techno 993 4м, кв.м;Напольные покрытия;22781,69;42
01.10.2007;Линолеум IVC Tornado Vita 45 3м, кв.м;Напольные покрытия;13755,1;18
01.10.2007;Линолеум IVC Victory Apollo 17 4 м, кв.м;Напольные покрытия;38650,4;66
01.10.2007;Наливной пол цем. ГЛИМС-S3Х, 40 кг, шт.;Сухие смеси;270,14;1
01.10.2007;Шпат. смесь гипс. КНАУФ-ХП-Финиш, 25 кг, шт.;Сухие смеси;7875,4;20
01.10.2007;Шпат. смесь цем. КРЕПС ВЛ финишная, белая, 20 кг, шт.;Сухие смеси;270,14;1
01.10.2007;Шпат. смесь цем. ФАРВЕСТ "Универсальная" CMEO-02, 3 кг, шт.;Сухие смеси;5616;8
01.10.2007;Шпат. смесь цем. ФАРВЕСТ "Фасадная" CME-01, 25 кг, шт.;Сухие смеси;8008;7
08.10.2007;Грунтовка ALPINA Grunt-Konzentrat, 1 л, шт;Грунтовка;39891,23;336
08.10.2007;Грунтовка BECKERS Metallprimer GRA серая, 1 л, шт;Грунтовка;523325,05;5947
08.10.2007;Грунтовка BECKERS Metallprimer GRA серая, 3 л, шт;Грунтовка;50497,33;564
08.10.2007;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;1750657,84;18230
08.10.2007;Грунтовка вд BECKERS Skotte Grund Vit 10 л, шт;Грунтовка;218388,71;1738
08.10.2007;Грунтовка вд ОПТИМИСТ укрывающая, для нар/внутр. работ, 7л, шт;Грунтовка;9668,3;133
08.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;1056765,62;9282
08.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP Prof 3 л, шт;Грунтовка;26358,82;258
08.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP, 1 л, шт;Грунтовка;1125977,96;12424
08.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP, 3 л, шт;Грунтовка;118159,85;1308
08.10.2007;Грунтовка полимерная КРЕПС Праймер, 10 кг, шт;Грунтовка;148314,16;1933
08.10.2007;Доска паркетная ABERHOF Munchen Uniclic 2525х190х14 гевея натуральный, шт;Напольные покрытия;14739,56;18
08.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 венге, шт;Напольные покрытия;98524,45;132
08.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 вишня, шт;Напольные покрытия;10483,12;12
08.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуб натуральный, шт;Напольные покрытия;-22479,89;-30
08.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 кемпас, шт;Напольные покрытия;24129,76;30
08.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 мербау, шт;Напольные покрытия;8962,6;12
08.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 орех, шт;Напольные покрытия;10483,12;12
08.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 ятоба, шт;Напольные покрытия;4305,77;6
08.10.2007;Клей гипс. КНАУФ-Перлфикс, 30 кг, шт.;Сухие смеси;23124,32;30
08.10.2007;Клей цем. ФАРВЕСТ "Профессионал" С2ТЕ-08 для керамогранита, 25 кг, шт.;Сухие смеси;1563,64;2
08.10.2007;Ламинат NEW WAY 8.3х197х1218  2820 Дуб классик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;6509,06;12
08.10.2007;Ламинат NEW WAY 8.3х197х1218  6335 Орех, 8шт/1.92кв.м./уп, шт;Напольные покрытия;36887,51;72
08.10.2007;Линолеум IVC Duo Traffik 50 3м, кв.м;Напольные покрытия;-4204,76;-6
08.10.2007;Линолеум IVC Dynamite Cannes 035 2.5м, кв.м;Напольные покрытия;14745,89;24
08.10.2007;Линолеум IVC Dynamite Cannes 035 3м, кв.м;Напольные покрытия;3686,47;6
08.10.2007;Линолеум IVC Dynamite Cannes 048 2.5м, кв.м;Напольные покрытия;11442,61;18
08.10.2007;Линолеум IVC Leogrip Arizona 845 3м, кв.м;Напольные покрытия;24895,03;30
08.10.2007;Линолеум IVC Leogrip Djerba 535 3м, кв.м;Напольные покрытия;8783,95;10
08.10.2007;Линолеум IVC Leogrip Timor 744 3м, кв.м;Напольные покрытия;13443,89;18
08.10.2007;Линолеум IVC San-Francisco 527 4м, кв.м;Напольные покрытия;6508,89;12
08.10.2007;Линолеум IVC San-Francisco 535 3м, кв.м;Напольные покрытия;32544,46;60
08.10.2007;Линолеум IVC Techno 993 4м, кв.м;Напольные покрытия;22371,7;42
08.10.2007;Линолеум IVC Victory Apollo 27 3 м, кв.м;Напольные покрытия;9456,26;10
08.10.2007;Линолеум IVC Wonderwood Jakarta 47 4 м, кв.м;Напольные покрытия;3196,74;4
08.10.2007;Линолеум IVC Wonderwood Vita 44 3 м, кв.м;Напольные покрытия;1166,39;2
08.10.2007;Стяжка цем. ФАРВЕСТ "Ровнитель" СХ-22, 25 кг, шт.;Сухие смеси;1041,3;3
08.10.2007;Шпат. смесь гипс. ГЛИМС-70 базовая, 25 кг, шт.;Сухие смеси;2687,39;4
08.10.2007;Шпат. смесь гипс. КНАУФ-ХП-Финиш, 25 кг, шт.;Сухие смеси;3550,56;9
08.10.2007;Шпат. смесь гиспс. КНАУФ-Унифлот, 25 кг, шт.;Сухие смеси;5089,76;12
08.10.2007;Шпат. смесь цем. ФАРВЕСТ "Фасадная" CME-01, 25 кг, шт.;Сухие смеси;3899,22;3
08.10.2007;Штук. смесь цем. КНАУФ-Зокельпутц, 25 кг, шт.;Сухие смеси;502,06;1
15.10.2007;Грунтовка ALPINA Grunt-Konzentrat, 1 л, шт;Грунтовка;176436,82;1464
15.10.2007;Грунтовка BECKERS Metallprimer GRA серая, 1 л, шт;Грунтовка;172248,89;1972
15.10.2007;Грунтовка BECKERS Metallprimer GRA серая, 3 л, шт;Грунтовка;3221,78;34
15.10.2007;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;2047866,89;21414
15.10.2007;Грунтовка вд BECKERS Skotte Grund Vit 10 л, шт;Грунтовка;362463,18;2892
15.10.2007;Грунтовка вд ОПТИМИСТ укрывающая, для нар/внутр. работ, 7л, шт;Грунтовка;52839,09;696
15.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;492087,68;4409
15.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP Prof 3 л, шт;Грунтовка;212,5;2
15.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP, 1 л, шт;Грунтовка;707500,83;7773
15.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP, 3 л, шт;Грунтовка;34505,18;360
15.10.2007;Грунтовка полимерная КРЕПС Праймер, 10 кг, шт;Грунтовка;76945,57;1004
15.10.2007;Доска паркетная ABERHOF Munchen Uniclic 2525х190х14 гевея натуральный, шт;Напольные покрытия;72461,42;102
15.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 бук original, шт;Напольные покрытия;93773,09;132
15.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 бук premium, шт;Напольные покрытия;21312,03;30
15.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 венге, шт;Напольные покрытия;18339,7;24
15.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуб select, шт;Напольные покрытия;63936,55;90
15.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуб натуральный, шт;Напольные покрытия;34064,67;42
15.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуб нордик белый, шт;Напольные покрытия;102298,48;144
15.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуссия бленд, шт;Напольные покрытия;47866,09;66
15.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 кемпас, шт;Напольные покрытия;32094,46;42
15.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 мербау, шт;Напольные покрытия;18339,98;24
15.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 сапеле, шт;Напольные покрытия;40655,27;54
15.10.2007;Клей гипс. КНАУФ-Перлфикс, 30 кг, шт.;Сухие смеси;20668,7;27
15.10.2007;Клей цем. ГЛИМС-96 плиточный, водостойкий, 5 кг, шт.;Сухие смеси;569,92;1
15.10.2007;Клей цем. ФАРВЕСТ "Профессионал" С2ТЕ-08 для керамогранита, 25 кг, шт.;Сухие смеси;4979,52;7
15.10.2007;Клей цем. ФАРВЕСТ "Стандарт" С1Т-12 плиточный, 25 кг, шт.;Сухие смеси;2769,52;4
15.10.2007;Ламинат NEW WAY 8.3х197х1218  2820 Дуб классик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;6508,89;12
15.10.2007;Ламинат NEW WAY 8.3х197х1218  6335 Орех, 8шт/1.92кв.м./уп, шт;Напольные покрытия;34208,72;66
15.10.2007;Линолеум IVC Dynamite Cannes 035 2.5м, кв.м;Напольные покрытия;3686,32;6
15.10.2007;Линолеум IVC Leogrip Arizona 845 3м, кв.м;Напольные покрытия;47433,41;66
15.10.2007;Линолеум IVC Leogrip Djerba 535 3м, кв.м;Напольные покрытия;81863,58;95
15.10.2007;Линолеум IVC Leogrip Monaco 935 3м, кв.м;Напольные покрытия;-2872,8;1
15.10.2007;Линолеум IVC Leogrip Timor 744 3м, кв.м;Напольные покрытия;77051,82;108
15.10.2007;Линолеум IVC Techno 993 4м, кв.м;Напольные покрытия;76173,63;150
15.10.2007;Линолеум IVC Tornado Vita 45 3м, кв.м;Напольные покрытия;154033,65;210
15.10.2007;Линолеум IVC Victory Apollo 17 4 м, кв.м;Напольные покрытия;17645,8;30
15.10.2007;Линолеум IVC Victory Apollo 45 4 м, кв.м;Напольные покрытия;8409,64;12
15.10.2007;Линолеум IVC Wonderwood Jakarta 843 3 м, кв.м;Напольные покрытия;3527,96;7
15.10.2007;Наливной пол цем. ГЛИМС-S3Х, 40 кг, шт.;Сухие смеси;270,14;1
15.10.2007;Наливной пол цем. КРЕПС "СВ-пол" финишный, 25 кг, шт;Сухие смеси;384,54;1
15.10.2007;Стяжка цем. КРЕПС "РВ"для нар./внут. работ, 5-50 мм, 25 кг, шт.;Сухие смеси;270,14;1
15.10.2007;Шпат. смесь гипс. ГЛИМС-70 базовая, 25 кг, шт.;Сухие смеси;4147,52;8
15.10.2007;Шпат. смесь гипс. КНАУФ-ХП-Финиш, 25 кг, шт.;Сухие смеси;13249,86;33
15.10.2007;Шпат. смесь гипс. ФАРВЕСТ GMBO-20, 3 кг, шт.;Сухие смеси;392,86;1
15.10.2007;Шпат. смесь гиспс. КНАУФ-Унифлот, 25 кг, шт.;Сухие смеси;34850,69;76
15.10.2007;Шпат. смесь цем. ГЛИМС-100 финишная, 2.5 кг, шт.;Сухие смеси;957,84;2
15.10.2007;Шпат. смесь цем. КРЕПС ВЛ финишная, белая, 20 кг, шт.;Сухие смеси;270,14;1
15.10.2007;Шпат. смесь цем. ФАРВЕСТ "Фасадная" CME-01, 25 кг, шт.;Сухие смеси;5043,22;4
15.10.2007;Штук. смесь цем. КНАУФ-Зокельпутц, 25 кг, шт.;Сухие смеси;4919,2;10
15.10.2007;Штук. смесь цем. КНАУФ-Севенер клеевая, 25 кг, шт.;Сухие смеси;1422,72;2
15.10.2007;Штук. смесь цем. КНАУФ-Унтерпутц УП 210 фасадная, 25 кг, шт.;Сухие смеси;1965,6;2
22.10.2007;Грунтовка ALPINA Grunt-Konzentrat, 1 л, шт;Грунтовка;38959,93;324
22.10.2007;Грунтовка BECKERS Metallprimer GRA серая, 1 л, шт;Грунтовка;133384,01;1477
22.10.2007;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;1448235,34;15155
22.10.2007;Грунтовка вд BECKERS Skotte Grund Vit 10 л, шт;Грунтовка;49548,68;393
22.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;564848,78;5066
22.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP, 1 л, шт;Грунтовка;444656,87;4786
22.10.2007;Грунтовка вд полимерная ESКARO AQUASTOP, 3 л, шт;Грунтовка;78577,5;832
22.10.2007;Грунтовка полимерная КРЕПС Праймер, 10 кг, шт;Грунтовка;42526,95;552
22.10.2007;Доска паркетная ABERHOF Munchen Uniclic 2525х190х14 гевея натуральный, шт;Напольные покрытия;-4584,96;-6
22.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 бук premium, шт;Напольные покрытия;-4584,96;-6
22.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 венге, шт;Напольные покрытия;-4584,96;-6
22.10.2007;Доска паркетная TARKETT T-Lock 2272х192х14 мербау, шт;Напольные покрытия;4262,36;6
22.10.2007;Клей гипс. КНАУФ-Перлфикс, 30 кг, шт.;Сухие смеси;7021,04;10
22.10.2007;Клей цем. ГЛИМС-93fix плиточный, универсальный, 25 кг, шт.;Сухие смеси;3110,64;6
22.10.2007;Клей цем. ГЛИМС-96 плиточный, водостойкий, 5 кг, шт.;Сухие смеси;5184,4;10
22.10.2007;Клей цем. ГЛИМС-Strong монтажный, фасадный, 25 кг, шт.;Сухие смеси;2722,72;1
22.10.2007;Клей цем. ФАРВЕСТ "Профессионал" С2ТЕ-08 для керамогранита, 25 кг, шт.;Сухие смеси;7113,6;10
22.10.2007;Клей цем. ФАРВЕСТ "Стандарт" С1Т-12 плиточный, 25 кг, шт.;Сухие смеси;6786;10
22.10.2007;Клей цем. ФАРВЕСТ "Термостойкий" С2ТЕ-21 плиточный, 25 кг, шт.;Сухие смеси;1422,72;2
22.10.2007;Ламинат NEW WAY 8.3х197х1218  6927 Вишня темная, 8шт/1.92кв.м./уп, шт;Напольные покрытия;24191,77;48
22.10.2007;Линолеум IVC Dynamite Cannes 035 3м, кв.м;Напольные покрытия;11058,98;18
22.10.2007;Линолеум IVC Dynamite Cannes 048 2.5м, кв.м;Напольные покрытия;53567,45;90
22.10.2007;Линолеум IVC Victory Apollo 17 4 м, кв.м;Напольные покрытия;14054,77;24
22.10.2007;Линолеум IVC Victory Apollo 27 3 м, кв.м;Напольные покрытия;-2872,8;1
22.10.2007;Наливной пол цем. ГЛИМС-S3Х, 40 кг, шт.;Сухие смеси;2117,44;8
22.10.2007;Стяжка цем. КРЕПС "РВ"для нар./внут. работ, 5-50 мм, 25 кг, шт.;Сухие смеси;2646,8;10
22.10.2007;Шпат. смесь гипс. КНАУФ-ХП-Финиш, 25 кг, шт.;Сухие смеси;4323,28;12
22.10.2007;Шпат. смесь гипс. ФАРВЕСТ GMBO-20, 3 кг, шт.;Сухие смеси;1540,24;4
22.10.2007;Шпат. смесь цем. КРЕПС ВЛ финишная, белая, 20 кг, шт.;Сухие смеси;2117,44;8
22.10.2007;Шпат. смесь цем. ФАРВЕСТ "Фасадная" CME-01, 25 кг, шт.;Сухие смеси;10086,44;8
22.10.2007;Штук. смесь гипс. КНАУФ-Гольдбанд, 30 кг, шт.;Сухие смеси;1477,58;2
22.10.2007;Штук. смесь цем. КНАУФ-Севенер клеевая, 25 кг, шт.;Сухие смеси;2845,44;4
22.10.2007;Штук. смесь цем. КНАУФ-Унтерпутц УП 210 фасадная, 25 кг, шт.;Сухие смеси;3577,6;4
29.10.2007;Затирка для швов цем. MAPEI Ultracolor Plus 161 лилово-розовая, 2 кг, шт;Сухие смеси;6637,28;4
29.10.2007;Клей цем. LITOKOL K80 плиточный, эластичный, 25 кг, шт;Сухие смеси;822,12;2
29.10.2007;Клей цем. ГЛИМС-96 плиточный, водостойкий, 5 кг, шт.;Сухие смеси;2116,4;4
29.10.2007;Клей цем. ГЛИМС-96w. (белый) плиточный, водостойкий, 25 кг, шт.;Сухие смеси;1058,2;2
29.10.2007;Клей цем. ФАРВЕСТ "Профессионал" С2ТЕ-08 для керамогранита, 25 кг, шт.;Сухие смеси;1451,84;2
29.10.2007;Наливной пол цем. КРЕПС "СВ-пол" финишный, 25 кг, шт;Сухие смеси;2413,32;6
29.10.2007;Шпат. смесь гипс. КНАУФ-ХП-Финиш, 25 кг, шт.;Сухие смеси;2535,26;7
29.10.2007;Шпат. смесь гиспс. КНАУФ-Унифлот, 25 кг, шт.;Сухие смеси;23761,95;53
29.10.2007;Шпат. смесь цем. ГЛИМС-100 финишная, 2.5 кг, шт.;Сухие смеси;544,7;1
29.10.2007;Шпат. смесь цем. КРЕПС ВЛ финишная, белая, 20 кг, шт.;Сухие смеси;1745,64;6
29.10.2007;Шпат. смесь цем. ФАРВЕСТ "Универсальная" CMEO-02, 3 кг, шт.;Сухие смеси;677,04;1
29.10.2007;Шпат. смесь цем. ФАРВЕСТ "Фасадная" CME-01, 25 кг, шт.;Сухие смеси;2599,48;2
29.10.2007;Штук. смесь гипс. КНАУФ-Гольдбанд, 30 кг, шт.;Сухие смеси;1384,76;2
29.10.2007;Штук. смесь цем. КНАУФ-Диамант 260 декоративная, 25 кг, шт.;Сухие смеси;347,1;1
