Дата;Товар;Группа;Выручка;Количество
29.10.2007;Штук. смесь цем. КНАУФ-Зокельпутц, 25 кг, шт.;Сухие смеси;2008,24;4
05.11.2007;Грунтовка ALPINA Grunt-Konzentrat, 1 л, шт;Грунтовка;37416,13;305
05.11.2007;Грунтовка BECKERS Metallprimer GRA серая, 1 л, шт;Грунтовка;179644,22;1959
05.11.2007;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;1108873,43;11397
05.11.2007;Грунтовка вд BECKERS Skotte Grund Vit 10 л, шт;Грунтовка;95432,15;762
05.11.2007;Грунтовка вд ОПТИМИСТ укрывающая, для нар/внутр. работ, 7л, шт;Грунтовка;330,66;4
05.11.2007;Грунтовка вд полимерная ESCARO AQUASTOP, 10 л, шт;Грунтовка;1530,09;12
05.11.2007;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;521687,6;4617
05.11.2007;Грунтовка вд полимерная ESКARO AQUASTOP, 1 л, шт;Грунтовка;817572,94;8821
05.11.2007;Грунтовка вд полимерная ESКARO AQUASTOP, 3 л, шт;Грунтовка;197380,18;2160
05.11.2007;Грунтовка полимерная КРЕПС Праймер, 10 кг, шт;Грунтовка;18499,21;234
05.11.2007;Доска паркетная ABERHOF Munchen Uniclic 2525х190х14 гевея натуральный, шт;Напольные покрытия;201425,57;282
05.11.2007;Доска паркетная TARKETT T-Lock 2272х192х14 бук original, шт;Напольные покрытия;46885,99;66
05.11.2007;Доска паркетная TARKETT T-Lock 2272х192х14 орех, шт;Напольные покрытия;355,2;1
05.11.2007;Доска паркетная TARKETT T-Lock 2272х192х14 ятоба, шт;Напольные покрытия;60318,35;84
05.11.2007;Ламинат NEW WAY 8.3х197х1218  6335 Орех, 8шт/1.92кв.м./уп, шт;Напольные покрытия;4181,8;8
05.11.2007;Ламинат NEW WAY 8.3х197х1218  6927 Вишня темная, 8шт/1.92кв.м./уп, шт;Напольные покрытия;27215,26;54
05.11.2007;Ламинат NEW WAY 8.3х197х1218  7128 Тик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;252;1
05.11.2007;Линолеум IVC Dynamite Cannes 035 3м, кв.м;Напольные покрытия;11058,98;18
05.11.2007;Линолеум IVC Dynamite Cordoba 046 4м, кв.м;Напольные покрытия;355,2;1
05.11.2007;Линолеум IVC San-Francisco 535 3м, кв.м;Напольные покрытия;6047,83;12
05.11.2007;Линолеум IVC Techno 993 4м, кв.м;Напольные покрытия;252;1
05.11.2007;Линолеум IVC Victory Apollo 17 3 м, кв.м;Напольные покрытия;1317,62;2
05.11.2007;Линолеум IVC Victory Apollo 17 4 м, кв.м;Напольные покрытия;14347,57;24
05.11.2007;Линолеум IVC Victory Apollo 27 3 м, кв.м;Напольные покрытия;16199,79;15
05.11.2007;Линолеум IVC Victory Apollo 45 4 м, кв.м;Напольные покрытия;19728,32;30
05.11.2007;Линолеум IVC Victory Apollo 91 3 м, кв.м;Напольные покрытия;292,8;1
06.11.2007;Затирка для швов цем. CERESIT CE 33 роса, 2 кг, шт;Сухие смеси;3152,76;6
06.11.2007;Затирка для швов цем. MAPEI Ultracolor Plus 162 фиолетовая, 2 кг, шт;Сухие смеси;600,6;1
06.11.2007;Клей гипс. КНАУФ-Перлфикс, 30 кг, шт.;Сухие смеси;9678,76;14
06.11.2007;Клей цем. ФАРВЕСТ "Профессионал" С2ТЕ-08 для керамогранита, 25 кг, шт.;Сухие смеси;781,82;1
06.11.2007;Клей цем. ФАРВЕСТ "Строитель" С2Т-07 плиточный, 5 кг, шт.;Сухие смеси;3224;10
06.11.2007;Стяжка цем. CERESIT CN 178 3-25 мм, 25 кг, шт;Сухие смеси;1451,84;2
06.11.2007;Стяжка цем. ФАРВЕСТ "Ровнитель" СХ-22, 25 кг, шт.;Сухие смеси;322,4;1
06.11.2007;Шпат. смесь гипс. ГЛИМС-70 базовая, 25 кг, шт.;Сухие смеси;2442,96;4
06.11.2007;Шпат. смесь гипс. КНАУФ-ХП-Финиш, 25 кг, шт.;Сухие смеси;6718,14;18
06.11.2007;Шпат. смесь гиспс. КНАУФ-Унифлот, 25 кг, шт.;Сухие смеси;17183,4;42
06.11.2007;Шпат. смесь цем. КРЕПС ВЛ финишная, белая, 20 кг, шт.;Сухие смеси;1080,56;4
06.11.2007;Шпат. смесь цем. ФАРВЕСТ "Универсальная" CMEO-02, 3 кг, шт.;Сухие смеси;4062,24;6
06.11.2007;Шпат. смесь цем. ФАРВЕСТ "Фасадная" CME-01, 25 кг, шт.;Сухие смеси;17884,88;14
06.11.2007;Штук. смесь гипс. КНАУФ-Гольдбанд, 30 кг, шт.;Сухие смеси;3461,9;5
12.11.2007;Грунтовка ALPINA Grunt-Konzentrat, 1 л, шт;Грунтовка;74152,48;599
12.11.2007;Грунтовка BECKERS Metallprimer GRA серая, 1 л, шт;Грунтовка;911294,48;9930
12.11.2007;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;2524621,18;25636
12.11.2007;Грунтовка вд BECKERS Skotte Grund Vit 10 л, шт;Грунтовка;432624,3;3442
12.11.2007;Грунтовка вд ОПТИМИСТ укрывающая, для нар/внутр. работ, 7л, шт;Грунтовка;18580,64;245
12.11.2007;Грунтовка вд полимерная ESCARO AQUASTOP, 10 л, шт;Грунтовка;346,77;3
12.11.2007;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;1796227,85;15548
12.11.2007;Грунтовка вд полимерная ESКARO AQUASTOP, 1 л, шт;Грунтовка;989136,34;10629
12.11.2007;Грунтовка вд полимерная ESКARO AQUASTOP, 3 л, шт;Грунтовка;77264,77;833
12.11.2007;Грунтовка полимерная КРЕПС Праймер, 10 кг, шт;Грунтовка;65249,86;830
12.11.2007;Доска паркетная TARKETT T-Lock 2272х192х14 бук premium, шт;Напольные покрытия;18339,98;24
12.11.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуб красный, шт;Напольные покрытия;13115,49;18
12.11.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуб натуральный, шт;Напольные покрытия;22925,35;30
12.11.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуб нордик белый, шт;Напольные покрытия;89508,87;126
12.11.2007;Доска паркетная TARKETT T-Lock 2272х192х14 дуссия бленд, шт;Напольные покрытия;106558,18;150
12.11.2007;Доска паркетная TARKETT T-Lock 2272х192х14 кемпас, шт;Напольные покрытия;48962;66
12.11.2007;Доска паркетная TARKETT T-Lock 2272х192х14 орех, шт;Напольные покрытия;121297,91;168
12.11.2007;Доска паркетная TARKETT T-Lock 2272х192х14 сапеле, шт;Напольные покрытия;17049,45;24
12.11.2007;Доска паркетная TARKETT T-Lock 2272х192х14 ятоба, шт;Напольные покрытия;38361,27;54
12.11.2007;Ламинат NEW WAY 8.3х197х1218  2820 Дуб классик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;36287,01;72
12.11.2007;Ламинат NEW WAY 8.3х197х1218  6335 Орех, 8шт/1.92кв.м./уп, шт;Напольные покрытия;6508,72;12
12.11.2007;Линолеум IVC Dynamite Cannes 048 2.5м, кв.м;Напольные покрытия;3825,97;6
12.11.2007;Линолеум IVC Leogrip Arizona 845 3м, кв.м;Напольные покрытия;4585;6
12.11.2007;Линолеум IVC Leogrip Djerba 535 3м, кв.м;Напольные покрытия;26999,65;25
12.11.2007;Линолеум IVC Leogrip Monaco 935 3м, кв.м;Напольные покрытия;24983,65;25
12.11.2007;Линолеум IVC Leogrip Timor 744 3м, кв.м;Напольные покрытия;45848,13;60
12.11.2007;Линолеум IVC San-Francisco 527 4м, кв.м;Напольные покрытия;33263,09;66
12.11.2007;Линолеум IVC San-Francisco 535 3м, кв.м;Напольные покрытия;3254,48;6
12.11.2007;Линолеум IVC Techno 993 4м, кв.м;Напольные покрытия;57604,46;114
12.11.2007;Линолеум IVC Victory Apollo 17 4 м, кв.м;Напольные покрытия;14054,62;24
13.11.2007;Затирка для швов цем. CERESIT CE 33 киви, 2 кг, шт;Сухие смеси;4056;5
13.11.2007;Затирка для швов цем. CERESIT CE 33 крокус, 2 кг, шт;Сухие смеси;1978,08;3
13.11.2007;Затирка для швов цем. MAPEI Ultracolor Plus 161 лилово-розовая, 2 кг, шт;Сухие смеси;2986,88;2
13.11.2007;Клей гипс. КНАУФ-Перлфикс, 30 кг, шт.;Сухие смеси;17978,74;27
13.11.2007;Клей цем. CERESIT CM 11 плиточный, 25 кг, шт;Сухие смеси;2447,9;5
13.11.2007;Клей цем. LITOKOL K17 плиточный, 25 кг, шт;Сухие смеси;2828,8;4
13.11.2007;Клей цем. ГЛИМС-93fix плиточный, универсальный, 25 кг, шт.;Сухие смеси;2381,6;5
13.11.2007;Клей цем. ГЛИМС-96 плиточный, водостойкий, 5 кг, шт.;Сухие смеси;2381,6;5
13.11.2007;Клей цем. ГЛИМС-96w. (белый) плиточный, водостойкий, 25 кг, шт.;Сухие смеси;2381,6;5
13.11.2007;Клей цем. ГЛИМС-Strong монтажный, фасадный, 25 кг, шт.;Сухие смеси;7501,26;3
13.11.2007;Клей цем. КРЕПС "Базовый" плиточный, 25 кг, шт.;Сухие смеси;4430,4;9
13.11.2007;Клей цем. КРЕПС "Плюс" плиточный для керамогранита и камня, 25 кг, шт.;Сухие смеси;7491,9;9
13.11.2007;Клей цем. СТАРАТЕЛИ плиточный, 25 кг, шт;Сухие смеси;2579,2;5
13.11.2007;Клей цем. ФАРВЕСТ "Профессионал" С2ТЕ-08 для керамогранита, 25 кг, шт.;Сухие смеси;5227,04;8
13.11.2007;Клей цем. ФАРВЕСТ "Стандарт" С1Т-12 плиточный, 25 кг, шт.;Сухие смеси;9507,42;14
13.11.2007;Клей цем. ФАРВЕСТ "Строитель" С2Т-07 плиточный, 5 кг, шт.;Сухие смеси;2901,6;9
13.11.2007;Наливной пол цем. ГЛИМС-S3Х, 25 кг, шт.;Сухие смеси;392,86;1
13.11.2007;Наливной пол цем. КРЕПС "СЛ-пол", 25 кг, шт.;Сухие смеси;52573,04;10
13.11.2007;Наливной пол цем. СТАРАТЕЛИ Толстый 30-80 мм, 25 кг, шт;Сухие смеси;6331,52;8
13.11.2007;Наливной пол цем. СТАРАТЕЛИ быстротвердеющий, 25 кг, шт;Сухие смеси;2818,4;5
13.11.2007;Шпат. смесь гипс. ГЛИМС-70 базовая, 25 кг, шт.;Сухие смеси;2381,6;5
13.11.2007;Шпат. смесь гипс. КНАУФ-ХП-Финиш, 25 кг, шт.;Сухие смеси;6520,8;20
13.11.2007;Шпат. смесь гипс. СТАРАТЕЛИ Финишная, 12 кг, шт;Сухие смеси;3567,2;8
13.11.2007;Шпат. смесь гипс. ФАРВЕСТ GMBO-20, 20 кг, шт.;Сухие смеси;3892,2;5
13.11.2007;Шпат. смесь гиспс. КНАУФ-Унифлот, 25 кг, шт.;Сухие смеси;5475,6;15
13.11.2007;Шпат. смесь цем. ГЛИМС-200 финишная фасадная, 15 кг, шт.;Сухие смеси;6872,32;8
13.11.2007;Шпат. смесь цем. КРЕПС ВЛ финишная, серая, 20 кг, шт.;Сухие смеси;1355,64;3
13.11.2007;Шпат. смесь цем. СТАРАТЕЛИ Базовая, 20 кг, шт;Сухие смеси;2943,2;5
13.11.2007;Шпат. смесь цем. ФАРВЕСТ "Универсальная" CMEO-02, 20 кг, шт.;Сухие смеси;9141,6;15
13.11.2007;Шпат. смесь цем. ФАРВЕСТ "Универсальная" CMEO-02, 3 кг, шт.;Сухие смеси;14655,68;22
13.11.2007;Шпат. смесь цем. ФАРВЕСТ "Фасадная" CME-01, 25 кг, шт.;Сухие смеси;9774,96;8
13.11.2007;Шпат. смесь цем. ФАРВЕСТ "Фасадная" CME-01, 3 кг, шт.;Сухие смеси;2828,8;4
13.11.2007;Штук. смесь гипс. АБС Сива, 30 кг, шт.;Сухие смеси;4719;10
13.11.2007;Штук. смесь гипс. КНАУФ-Гольдбанд, 30 кг, шт.;Сухие смеси;3116,1;5
13.11.2007;Штук. смесь гипс. КНАУФ-Ротбанд, 30 кг, шт.;Сухие смеси;8856,9;3
13.11.2007;Штук. смесь цем. КНАУФ-Диамант 260 декоративная, 25 кг, шт.;Сухие смеси;3224;10
13.11.2007;Штук. смесь цем. КНАУФ-Зокельпутц, 25 кг, шт.;Сухие смеси;1355,64;3
13.11.2007;Штук. смесь цем. КНАУФ-Коттеджная универсальная, 25 кг, шт.;Сухие смеси;1355,64;3
13.11.2007;Штук. смесь цем. КНАУФ-Севенер клеевая, 25 кг, шт.;Сухие смеси;8477,56;11
13.11.2007;Штук. смесь цем. КНАУФ-Унтерпутц УП 210 фасадная, 25 кг, шт.;Сухие смеси;9371,7;10
